CRN,Course,Session,Title,Instructor(s),Schedule,Credits
24901,SSPB 800 003,Full Term,GRADUATE RESEARCH,Bennett, Matthew, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24902,SSPB 800 004,Full Term,GRADUATE RESEARCH,Segatori, Laura, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24903,SSPB 800 005,Full Term,GRADUATE RESEARCH,Levine, Herbert, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24904,SSPB 800 006,Full Term,GRADUATE RESEARCH,Diehl, Michael R., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24905,SSPB 800 007,Full Term,GRADUATE RESEARCH,Zhang, David Y., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24906,SSPB 800 008,Full Term,GRADUATE RESEARCH,Warmflash, Aryeh, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24907,SSPB 800 009,Full Term,GRADUATE RESEARCH,Ma, Jianpeng, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24908,SSPB 800 010,Full Term,GRADUATE RESEARCH,Onuchic, Jose, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24909,SSPB 800 011,Full Term,GRADUATE RESEARCH,Wolynes, Peter, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24910,SSPB 800 012,Full Term,GRADUATE RESEARCH,Igoshin, Oleg, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24911,SSPB 800 013,Full Term,GRADUATE RESEARCH,Bao, Gang, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24912,SSPB 800 014,Full Term,GRADUATE RESEARCH,Shamoo, Yousif, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24913,SSPB 800 015,Full Term,GRADUATE RESEARCH,St. Pierre, Francois, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24914,SSPB 800 016,Full Term,GRADUATE RESEARCH,Deem, Michael W., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24915,SSPB 800 017,Full Term,GRADUATE RESEARCH,Warmflash, AryehQutub, Amina A., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24916,SSPB 800 018,Full Term,GRADUATE RESEARCH,Kimmel, Marek, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
25468,SSPB 800 019,Full Term,GRADUATE RESEARCH,Clementi, Cecilia, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
25514,SSPB 800 020,Full Term,GRADUATE RESEARCH,Gonzalez, Ramon, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
20497,STAT 280 S01,Full Term,ELEMENTARY APPLIED STATISTICS,Atkinson, Edward N.,1:00PM - 1:50PM MWF KCK 1007:00PM - 8:50PM U DCH Sym II Lab1-MAY-2018  9:00AM - 12:00PM T TBA TBATake-Home Exam,4
20613,STAT 280 S02,Full Term,ELEMENTARY APPLIED STATISTICS,Atkinson, Edward N.,1:00PM - 1:50PM MWF KCK 1007:00PM - 8:50PM M DCH Sym II Lab1-MAY-2018  9:00AM - 12:00PM T TBA TBATake-Home Exam,4
23308,STAT 305 001,Full Term,INTRO TO STAT FOR BIOSCIENCES,Atkinson, Edward N.,9:00AM - 9:50AM MWF DCH 10707:00PM - 8:50PM T SEW 10126-APR-2018  2:00PM - 5:00PM R TBA TBATake-Home Exam,4
23304,STAT 305 002,Full Term,INTRO TO STAT FOR BIOSCIENCES,Atkinson, Edward N.,9:00AM - 9:50AM MWF DCH 10707:00PM - 8:50PM M SEW 10126-APR-2018  2:00PM - 5:00PM R TBA TBATake-Home Exam,4
21319,STAT 310 002,Full Term,PROBABILITY & STATISTICS,Bertolusso, Roberto L.,1:00PM - 2:15PM TR HRZ AMP27-APR-2018  9:00AM - 12:00PM F TBA TBANo Final Exam,3
24161,STAT 310 003,Full Term,PROBABILITY & STATISTICS,Scott, David W.,1:00PM - 2:15PM TR DCH 107027-APR-2018  9:00AM - 12:00PM F TBA TBATake-Home Exam,3
25446,STAT 310 004,Full Term,PROBABILITY & STATISTICS,White, Benjamin M.,1:00PM - 2:15PM TR ABL 13127-APR-2018  9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room,3
20338,STAT 313 001,Full Term,UNCERT & RISK IN URBAN INFRAST,Duenas Osorio, Leonardo A.,10:00AM - 10:50AM MWF KCK 10530-APR-2018  9:00AM - 12:00PM M TBA TBAScheduled Final Exam-OTR Room,3
25355,STAT 376 001,Full Term,ECONOMETRICS,Brown, Bryan W.,9:00AM - 9:50AM MWF BKH 1167:00PM - 7:50PM M BKH 116Scheduled Final Exam-OTR Room,4
25356,STAT 376 002,Full Term,ECONOMETRICS,Brown, Bryan W.,9:00AM - 9:50AM MWF BKH 1167:00PM - 7:50PM W BKH 116Scheduled Final Exam-OTR Room,4
25357,STAT 376 003,Full Term,ECONOMETRICS,Brown, Bryan W.,1:00PM - 1:50PM MWF BKH 1167:00PM - 7:50PM M BKH 116Scheduled Final Exam-OTR Room,4
25358,STAT 376 004,Full Term,ECONOMETRICS,Brown, Bryan W.,1:00PM - 1:50PM MWF BKH 1167:00PM - 7:50PM W BKH 116Scheduled Final Exam-OTR Room,4
23275,STAT 385 001,Full Term,METHODS FOR DATA ANALYSIS,Dobelman, John A.,2:30PM - 3:45PM TR DCH 10706:00PM - 8:00PM W DCH Sym II Lab30-APR-2018  2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room,4
23303,STAT 385 002,Full Term,METHODS FOR DATA ANALYSIS,Dobelman, John A.,2:30PM - 3:45PM TR DCH 10706:00PM - 8:00PM T DCH Sym II Lab30-APR-2018  2:00PM - 5:00PM M TBA TBAScheduled Final Exam-OTR Room,4
20841,STAT 405 001,Full Term,R FOR DATA SCIENCE,Bertolusso, Roberto L.,2:30PM - 3:45PM TR DCH Sym II Lab30-APR-2018  2:00PM - 5:00PM M TBA TBANo Final Exam,3
25509,STAT 410 002,Full Term,LINEAR REGRESSION,Kowal, Daniel R.,1:00PM - 2:15PM TR SEW 3017:00PM - 9:00PM R DCH 106427-APR-2018  9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room,4
20318,STAT 411 001,Full Term,ADVANCED STATISTICAL METHODS,Guerra, Rudy,1:00PM - 2:15PM TR DCH 106427-APR-2018  9:00AM - 12:00PM F TBA TBAScheduled Final Exam-OTR Room,3
25042,STAT 415 001,Full Term,DATA SCIENCE CONSULTING,Allen, Genevera I.,1:00PM - 3:50PM M RZR 1134:00PM - 5:00PM R AEL A1211-MAY-2018  9:00AM - 12:00PM T TBA TBAScheduled Final Exam-OTR Room,3
22482,STAT 419 002,Full Term,STATISTICAL INFERENCE,Schweinberger, Michael,2:30PM - 3:45PM TR DCH 104230-APR-2018  2:00PM - 5:00PM M TBA TBATake-Home Exam,3
22125,STAT 421 001,Full Term,APPLIED TIME SERIES/FORECASTNG,Ensor, Katherine,9:25AM - 10:40AM TR HRZ 21028-APR-2018  9:00AM - 12:00PM S TBA TBAScheduled Final Exam-OTR Room,3
20339,STAT 440 001,2nd Half of Full Term,STATISTICS FOR BIOENGINEERING,Ghosn, Bilal,1:00PM - 1:50PM MWF AEL B209No Final Exam,1
20353,STAT 450 001,Full Term,SENIOR CAPSTONE PROJECT,Cox, Dennis D.,4:00PM - 5:30PM W DCH 10422-MAY-2018  9:00AM - 12:00PM W TBA TBANo Final Exam,3
20259,STAT 453 001,Full Term,BIOSTATISTICS,Yuan, Ying,4:15PM - 5:30PM TR BRC 28427-APR-2018  2:00PM - 5:00PM F TBA TBANo Final Exam,3
23305,STAT 485 001,Full Term,ENVIR STAT & DECISION MAKING,Raun, Loren H.,5:15PM - 6:30PM MW SEW 10126-APR-2018  2:00PM - 5:00PM R TBA TBANo Final Exam,3
23274,STAT 486 001,Full Term,MARKET MODELS,Dobelman, John A.,10:50AM - 12:05PM TR DCH 106426-APR-2018  9:00AM - 12:00PM R TBA TBANo Final Exam,3
20260,STAT 491 001,Full Term,INDEPENDENT STUDY,Dobelman, John A., TBA TBA2-MAY-2018  7:00PM - 10:00PM W TBA TBANo Final Exam,1 TO 6
24450,STAT 491 002,Full Term,INDEPENDENT STUDY,Cox, Dennis D., TBA TBA2-MAY-2018  7:00PM - 10:00PM W TBA TBANo Final Exam,1 TO 6
21317,STAT 499 001,Full Term,COMPUTATIONAL FINANCE,Ensor, KatherineDobelman, John A.,11:00AM - 11:50AM W DCH 107525-APR-2018  9:00AM - 12:00PM W TBA TBANo Final Exam,1 TO 3
22531,STAT 502 001,Full Term,NEURAL MACHINE LEARNING I,Merenyi, Erzsebet,2:30PM - 3:45PM TR DCH 1064GR Course-Dept Schedules Exam,3
20261,STAT 510 001,Full Term,ADVANCED PSYC STATISTICS II,Lane, David M.,1:00PM - 2:15PM TR SEW 460GR Course-Dept Schedules Exam,3
25071,STAT 515 001,Full Term,DATA SCIENCE CONSULTING,Allen, Genevera I.,1:00PM - 3:50PM M RZR 1134:00PM - 5:00PM R AEL A121GR Course-Dept Schedules Exam,3
22483,STAT 519 002,Full Term,STATISTICAL INFERENCE,Schweinberger, Michael,2:30PM - 3:45PM TR DCH 104230-APR-2018  2:00PM - 5:00PM M TBA TBAGR Course-Dept Schedules Exam,3
23761,STAT 533 001,Full Term,FOUNDATIONS OF STAT INF II,Cox, Dennis D.,1:00PM - 2:15PM TR KCK 107GR Course-Dept Schedules Exam,3
25469,STAT 540 001,Full Term,PRACTICUM IN STAT & DATA SCI,Dobelman, John A., TBA TBAGR Course-Dept Schedules Exam,1 TO 2
24661,STAT 550 001,Full Term,NONPARAMETRIC FUNCTION EST,Scott, David W.,2:30PM - 3:45PM TR DCH 1075GR Course-Dept Schedules Exam,3
20262,STAT 553 001,Full Term,BIOSTATISTICS,Yuan, Ying,4:15PM - 5:30PM TR BRC 284GR Course-Dept Schedules Exam,3
20263,STAT 591 001,Full Term,INDEPENDENT STUDY,Allen, Genevera I., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23116,STAT 591 002,Full Term,INDEPENDENT STUDY,Dobelman, John A., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23117,STAT 591 003,Full Term,INDEPENDENT STUDY,Ensor, Katherine, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23118,STAT 591 004,Full Term,INDEPENDENT STUDY,Ernst, Philip A., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
25550,STAT 591 005,Full Term,INDEPENDENT STUDY,Li, Meng, TBA TBANo Final Exam,1 TO 6
23120,STAT 591 006,Full Term,INDEPENDENT STUDY,Kimmel, Marek, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23121,STAT 591 007,Full Term,INDEPENDENT STUDY,Vannucci, Marina, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23122,STAT 591 008,Full Term,INDEPENDENT STUDY,Morris, Jeffrey S., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23123,STAT 591 009,Full Term,INDEPENDENT STUDY,Schweinberger, Michael, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23124,STAT 591 010,Full Term,INDEPENDENT STUDY,Scott, David W., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23125,STAT 591 011,Full Term,INDEPENDENT STUDY,Shaw, Chad A., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23126,STAT 591 012,Full Term,INDEPENDENT STUDY,Thall, Peter F., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
23130,STAT 591 016,Full Term,INDEPENDENT STUDY,Yuan, Ying, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
25405,STAT 591 017,Full Term,INDEPENDENT STUDY,Kowal, Daniel R., TBA TBAGR Course-Dept Schedules Exam,1 TO 6
25519,STAT 591 018,Full Term,INDEPENDENT STUDY,Baladandayuthapani, Veerabhadran, TBA TBAGR Course-Dept Schedules Exam,1 TO 6
20264,STAT 600 001,Full Term,GRADUATE SEMINAR IN STATISTICS,Vannucci, Marina,11:00AM - 11:50AM M DCH 1075GR Course-Dept Schedules Exam,1
20334,STAT 601 001,Full Term,STATISTICS COLLOQUIUM,Vannucci, Marina,4:00PM - 5:30PM M DCH 1070GR Course-Dept Schedules Exam,1
22460,STAT 605 001,Full Term,R FOR DATA SCIENCE,Bertolusso, Roberto L.,2:30PM - 3:45PM TR DCH Sym II LabGR Course-Dept Schedules Exam,3
23273,STAT 606 001,Full Term,SAS STATISTICAL PROGRAMMING,Bertolusso, Roberto L.,4:00PM - 5:15PM TR SEW 101GR Course-Dept Schedules Exam,3
21531,STAT 611 001,Full Term,ECONOMETRICS II,Tang, Xun,9:30AM - 11:00AM MW BKH 271GR Course-Dept Schedules Exam,3
22510,STAT 616 001,Full Term,ADVANCED STATISTICAL METHODS,Guerra, Rudy,1:00PM - 2:15PM TR DCH 106427-APR-2018  9:00AM - 12:00PM F TBA TBAGR Course-Dept Schedules Exam,3
22126,STAT 621 001,Full Term,APPLIED TIME SERIES/FORECASTNG,Ensor, Katherine,9:25AM - 10:40AM TR HRZ 21028-APR-2018  9:00AM - 12:00PM S TBA TBAGR Course-Dept Schedules Exam,3
24980,STAT 625 001,Full Term,ADVANCED BAYESIAN INFERENCE,Li, Meng,10:50AM - 12:05PM TR AEL A121GR Course-Dept Schedules Exam,3
23302,STAT 685 001,Full Term,ENVIR STAT & DECISION MAKING,Raun, Loren H.,5:15PM - 6:30PM MW SEW 101GR Course-Dept Schedules Exam,3
20333,STAT 686 001,Full Term,MARKET MODELS,Dobelman, John A.,10:50AM - 12:05PM TR DCH 1064GR Course-Dept Schedules Exam,3
21318,STAT 699 001,Full Term,COMPUTATIONAL FINANCE,Ensor, KatherineDobelman, John A.,11:00AM - 11:50AM W DCH 1075GR Course-Dept Schedules Exam,1 TO 3
23272,STAT 800 001,Full Term,THESIS,Allen, Genevera I., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23278,STAT 800 003,Full Term,THESIS,Ensor, Katherine, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23279,STAT 800 004,Full Term,THESIS,Guerra, Rudy, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23280,STAT 800 005,Full Term,THESIS,Shaw, Chad A., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23281,STAT 800 006,Full Term,THESIS,Kimmel, Marek, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23282,STAT 800 007,Full Term,THESIS,Merenyi, Erzsebet, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23283,STAT 800 008,Full Term,THESIS,Morris, Jeffrey S., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23284,STAT 800 009,Full Term,THESIS,Schweinberger, Michael, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23285,STAT 800 010,Full Term,THESIS,Scott, David W., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23286,STAT 800 011,Full Term,THESIS,Vannucci, Marina, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23287,STAT 800 012,Full Term,THESIS,Vannucci, MarinaGuindani, Michele, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
23288,STAT 800 013,Full Term,THESIS,Yuan, Ying, TBA TBAGR Course-Dept Schedules Exam,1 TO 15
24300,STAT 800 014,Full Term,THESIS,Thall, Peter F., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
25507,STAT 800 015,Full Term,THESIS,Ernst, Philip A., TBA TBAGR Course-Dept Schedules Exam,1 TO 15
